"Region","EWE","YEAR","tot.biomass","AREA","kg.km2"
"mab.shallow","Alosines",1973,96996.8352459909,14333.6689136481,6.76706262927793
"mab.shallow","Anchovies",1973,5100871.67450345,14333.6689136481,355.866436237169
"mab.shallow","Atlantic croaker",1973,7311190.0351502,14333.6689136481,510.071083628051
"mab.shallow","Atlantic menhaden (M)",1973,9432.42584716748,14333.6689136481,0.658060814993863
"mab.shallow","Bluefish (L)",1973,116711.217994191,14333.6689136481,8.14245248005291
"mab.shallow","Bluefish (S)",1973,169.551744168126,14333.6689136481,0.0118289145081818
"mab.shallow","Butterfish",1973,3855685.8042083,14333.6689136481,268.995037309465
"mab.shallow","Demersal benthivores - other",1973,58649668.0558732,14333.6689136481,4091.7415079979
"mab.shallow","Demersal omnivores - other",1973,608917.051365844,14333.6689136481,42.4815903753749
"mab.shallow","Demersal piscivores - other",1973,57713528.8867193,14333.6689136481,4026.43100202811
"mab.shallow","Hakes (L)",1973,194533.343216349,14333.6689136481,13.5717759624767
"mab.shallow","Hakes (S)",1973,701182.054003315,14333.6689136481,48.9185328772084
"mab.shallow","Mesopelagics",1973,0,14333.6689136481,0
"mab.shallow","Skates",1973,22111071.7022028,14333.6689136481,1542.59679328502
"mab.shallow","Small pelagic - other",1973,32153.5443426767,14333.6689136481,2.2432180160141
"mab.shallow","Spiny dogfish (L)",1973,4174412.01572203,14333.6689136481,291.231229134034
"mab.shallow","Squid",1973,4763313.79142485,14333.6689136481,332.31643762117
"mab.shallow","Striped bass (L)",1973,1094418.68725867,14333.6689136481,76.353004513492
"mab.shallow","Striped bass (M)",1973,257149.544108468,14333.6689136481,17.9402458405899
"mab.shallow","Summer flounder (L)",1973,3736818.46936204,14333.6689136481,260.702161594088
"mab.shallow","Summer flounder (S)",1973,126109.010454084,14333.6689136481,8.79809706878373
"mab.shallow","Weakfish (L)",1973,227832.18932456,14333.6689136481,15.8948968820973
"mab.shallow","Weakfish (M)",1973,311362.26294034,14333.6689136481,21.7224399988665
"mab.shallow","Weakfish (S)",1973,231501.028906254,14333.6689136481,16.1508564416348
"mab.shallow","Yellowtail flounder (L)",1973,443120.174553447,14333.6689136481,30.9146372239365
"mab.shallow","Yellowtail flounder (S)",1973,1084.29980847559,14333.6689136481,0.075647052754452
"mab.shallow","Alosines",1974,87851.5629822423,14333.6689136481,6.1290353161843
"mab.shallow","Anchovies",1974,1119139.00451619,14333.6689136481,78.0776374324214
"mab.shallow","Atlantic cod (L)",1974,195545.287026667,14333.6689136481,13.6423750405226
"mab.shallow","Atlantic croaker",1974,0,14333.6689136481,0
"mab.shallow","Atlantic herring",1974,27320.0744347289,14333.6689136481,1.90600708020509
"mab.shallow","Atlantic mackerel",1974,22931.6732353689,14333.6689136481,1.59984672267224
"mab.shallow","Bluefish (L)",1974,892721.787528302,14333.6689136481,62.2814572393449
"mab.shallow","Butterfish",1974,752789.191560626,14333.6689136481,52.5189465513496
"mab.shallow","Demersal benthivores - other",1974,45535110.6054142,14333.6689136481,3176.79380483366
"mab.shallow","Demersal omnivores - other",1974,458927.053892483,14333.6689136481,32.0174169402996
"mab.shallow","Demersal piscivores - other",1974,22402493.4808159,14333.6689136481,1562.92806927366
"mab.shallow","Hakes (L)",1974,1409783.85649703,14333.6689136481,98.3547105064408
"mab.shallow","Hakes (S)",1974,2795680.7960107,14333.6689136481,195.042930937852
"mab.shallow","Mesopelagics",1974,56238.1409304616,14333.6689136481,3.92349936846338
"mab.shallow","Skates",1974,15786333.9802822,14333.6689136481,1101.34635279952
"mab.shallow","Small pelagic - other",1974,358576.182264605,14333.6689136481,25.0163572512254
"mab.shallow","Spiny dogfish (L)",1974,20379173.7767279,14333.6689136481,1421.76953433907
"mab.shallow","Squid",1974,2116350.03890628,14333.6689136481,147.648871454757
"mab.shallow","Striped bass (L)",1974,456259.633343778,14333.6689136481,31.8313221892087
"mab.shallow","Striped bass (M)",1974,158252.866106141,14333.6689136481,11.0406391454638
"mab.shallow","Summer flounder (L)",1974,2319927.97808282,14333.6689136481,161.851650966617
"mab.shallow","Summer flounder (S)",1974,344061.514607207,14333.6689136481,24.0037297275369
"mab.shallow","Weakfish (L)",1974,84215.9965890743,14333.6689136481,5.87539708754444
